Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
116783.0,-0.513177005847749,0.119525472257224,-0.174453212844505,-2.44474674453853,0.0027984237036957,-0.635481763255503,0.420882486602001,-0.917539775791576,-1.1198604888641,0.430328364683143,0.259599623683796,-0.80391031270864,-0.84252310283035,0.223798659679458,-1.04826550480475,1.48501373137776,-0.497228890350764,-0.419990178909823,0.0828027495672897,-0.153931041352123,1.28669956885408,1.29589410669714,-0.169773765246907,-0.384203482809377,-0.317196530976738,-0.114467912084415,0.501073261136139,0.220694744014889,87.75,0
159316.0,-0.551575761389635,0.0927223651590756,0.049345431739437,-0.464676122510833,-0.885290668247438,2.50375967902382,0.841588417836418,0.118610863761923,-0.453386018043657,0.609145409751648,-0.547832331258263,0.0509011611515186,0.569722506062494,-0.499713192067633,0.916477942691136,-2.42881589373466,0.519098852047251,-0.143464810901347,-3.1615118549059,-1.18749888085469,0.137811975184579,1.41715106460173,0.0319292636073329,-1.45400194425263,-0.868796341482095,-0.416170777145232,-0.202787966312059,-0.0135773612108161,272.0,0
63033.0,0.917929422266411,-1.8887382949683,0.25736647640495,-1.09773572327796,-1.8787393640317,-0.872499176698219,-0.522360086413704,-0.312182458727497,-1.92228852392876,1.26304827078997,-0.344164902803958,-0.62277380220872,0.913293352062606,-0.312392622444048,0.6603975040114,-0.243819164433304,0.459176488097528,-0.218142083413054,-0.252564578403234,0.32020585568918,-0.265099326968916,-1.10457441672859,-0.0614923723839851,0.34900591218748,0.0190609547656576,-0.514072826151845,-0.0201329560390987,0.0824155741334432,319.99,0
77440.0,-1.28732455451535,1.73447881804862,0.340723438980211,-0.0992074430751147,-0.399894906766447,-0.591443983022973,-0.106434023194357,0.942887779459434,-0.814317407072819,-0.488542951770875,0.961216913393726,0.968103200398307,0.474472287392021,0.258192420503968,0.129306227813209,0.8903316054367,-0.0504839161045491,0.493151454721532,0.282974941098234,0.0552455004052863,-0.178952206720419,-0.66418720205845,0.0353333699613785,-0.0502914352722575,-0.0411311047334985,0.083744234941343,0.109021410626273,0.0075608108980594,8.99,0
128696.0,-0.510078977046842,1.05794534449576,0.664574216187126,1.11311163841493,-1.12128022727863,1.47707456251427,-2.59687923989906,-5.02218536810392,-0.0673492494931883,-1.25631498019851,-1.19403815177387,-0.732086175871609,-2.42195792953541,1.5284190817952,2.75511275635147,-0.253025597996537,0.676006945667133,0.792845617484475,2.23426258188709,1.42797005691905,-2.76706452677978,0.0218484182350109,-0.0395523795320998,0.479012408758927,0.872946770182567,-0.301517683730736,0.110618737581649,0.231103466195231,80.0,0
155651.0,1.99416965813733,0.0175245101896394,-1.63553074262713,0.350811049878122,0.336059135346897,-0.590282684126442,0.0266732866259418,-0.0302221939160022,0.344700481364344,-0.197627236240574,1.20010664435882,0.474995165116518,-0.880388160738909,-0.465133232830677,-0.369208026055091,0.442062795820509,0.391442323302595,0.143612625778833,0.206215403239209,-0.1931165992194,-0.29982491743255,-0.847721602593461,0.358809528951765,0.588065254053328,-0.358074364631265,0.150146636809704,-0.0700642707122002,-0.0397219310806585,9.99,0
33875.0,1.1800633846122,0.26334605505124,0.186239397926738,1.07107730217117,-0.295113103017354,-0.897077768544212,0.21121626623145,-0.0863888593376719,-0.220767305249785,0.223023749070996,1.28986757751585,0.303265346532505,-1.39429117896355,0.931901884316446,0.197839400383802,0.114106835559429,-0.463021022902602,0.276621478203919,-0.0644081096565777,-0.206343722536908,0.026945474833189,0.0042852181542013,-0.0747659975578703,0.498162137426756,0.625428275411025,-0.384663864611292,-0.0098781381698273,0.0075197767177847,13.37,0
82887.0,-0.302726033215668,0.577076403404367,-0.134814967120708,-0.620754573636354,2.46939178721508,3.54170609807786,0.313348557183536,0.879883515900788,-0.650815791315123,-0.413230596250933,-0.294533153773014,-0.266704888537462,-0.0646981340110744,0.36372760250792,1.00140264459581,0.41986245726334,-0.964963200751986,0.463762076781662,0.127850661552879,0.157408117626242,-0.0026403004624202,-0.272616892343099,-0.0767013535583441,0.971478460813067,0.285744256952811,-0.465124037839063,0.0316310253113906,0.0287483126985919,54.99,0
130963.0,1.85164600384164,-0.32027718228996,-0.536286122432014,1.07214703507249,-0.08430096522107,0.486873732544675,-0.514958801922509,0.244638612305885,0.69222903738779,0.30874441214871,0.412086553022185,0.736085501638556,-0.332926726118022,0.26181557952763,-0.0955061253676569,0.660738970400487,-0.991286589091568,0.448671031597259,-0.077565430702825,-0.14677213210591,-0.144952564279234,-0.480897415143125,0.327757553580441,0.203484969360672,-0.386059388318887,-0.98971881897823,0.0383946178595883,-0.0253663616249783,50.45,0
155598.0,-0.0255821262659118,-0.205433258257672,-0.665286151132511,-2.79764337885699,0.689936672475546,-1.20371867988176,1.23521173780854,-0.7996808480278,-3.08069764747776,1.41904152937566,0.429148197259201,-0.557762284896546,0.613249061861237,0.019753538460053,-1.86088345133767,-1.29296722570091,0.190038092184075,0.236380584860769,0.25993501675328,-0.290492536776625,0.217725502518653,1.23906027723771,-0.53839565972091,-0.256728639549778,0.359307572321586,0.182607625963918,-0.18954951819638,-0.0793281587519194,46.0,0
